Date,Open,High,Low,Close,Adj Close,Volume
2016-05-02,42.110001,42.490002,41.799999,42.169998,38.448864,10701800
2016-05-03,42.919998,43.200001,41.830002,42.919998,39.132687,14319500
2016-05-04,42.369999,42.560001,41.169998,41.430000,37.774166,14925300
2016-05-05,41.590000,42.270000,41.450001,41.750000,38.065926,10271100
2016-05-06,41.610001,42.259998,40.950001,42.040001,38.330345,10777200
2016-05-09,42.110001,42.840000,41.990002,42.400002,38.783112,10512100
2016-05-10,42.490002,43.040001,42.410000,42.950001,39.286201,9299300
2016-05-11,42.689999,43.310001,42.290001,42.299999,38.691643,9037700
2016-05-12,42.439999,42.470001,40.639999,41.070000,37.566566,13454000
2016-05-13,40.750000,42.180000,40.750000,41.599998,38.051346,10758600
2016-05-16,42.549999,43.160000,42.049999,43.000000,39.331932,12303100
2016-05-17,42.790001,44.400002,42.750000,43.669998,39.944771,16203000
2016-05-18,43.450001,44.660000,43.450001,43.860001,40.118568,10382900
2016-05-19,43.270000,43.880001,42.549999,43.099998,39.423397,8860800
2016-05-20,43.419998,43.820000,42.970001,43.099998,39.423397,5964600
2016-05-23,43.000000,43.599998,42.910000,42.950001,39.286201,5227000
2016-05-24,43.099998,43.770000,43.049999,43.630001,39.908188,9359900
2016-05-25,43.680000,44.110001,43.380001,43.500000,39.789280,7600800
2016-05-26,43.470001,43.599998,42.400002,42.759998,39.112392,8512400
2016-05-27,42.830002,43.439999,42.810001,43.119999,39.441692,5509400
2016-05-31,43.250000,43.509998,42.650002,43.459999,39.752689,9315100
2016-06-01,43.459999,43.709999,43.070000,43.509998,39.798420,7047600
2016-06-02,42.770000,43.459999,42.400002,42.450001,38.828850,10103500
2016-06-03,42.220001,42.400002,41.250000,41.570000,38.023914,15958000
2016-06-06,41.540001,41.599998,41.000000,41.279999,37.758648,11538400
2016-06-07,41.349998,42.810001,41.000000,42.099998,38.508705,11445900
2016-06-08,42.200001,42.450001,41.099998,41.849998,38.280025,13861700
2016-06-09,41.750000,42.580002,41.520000,42.400002,38.783112,7618100
2016-06-10,42.060001,42.290001,41.410000,42.040001,38.453819,6787900
2016-06-13,41.590000,41.700001,40.529999,40.570000,37.109215,9946500
2016-06-14,40.410000,40.560001,38.639999,39.110001,35.773754,15065800
2016-06-15,39.369999,39.779999,38.830002,38.889999,35.572540,11044000
2016-06-16,38.369999,38.570000,37.840000,38.020000,34.776741,13086600
2016-06-17,37.939999,38.240002,37.680000,38.009998,34.767593,11157800
2016-06-20,38.430000,38.730000,38.000000,38.090000,34.840771,9921200
2016-06-21,38.669998,39.000000,38.049999,38.669998,35.371288,11997900
2016-06-22,38.570000,39.160000,38.500000,38.549999,35.261528,7029400
2016-06-23,39.000000,39.070000,37.730000,38.310001,35.042007,10956200
2016-06-24,36.090000,37.080002,35.169998,35.180000,32.179012,26090700
2016-06-27,34.840000,34.939999,32.599998,33.360001,30.514261,28380600
2016-06-28,34.270000,34.669998,33.599998,34.669998,31.712509,19678200
2016-06-29,35.400002,36.380001,34.910000,36.240002,33.148582,15059700
2016-06-30,36.259998,36.430000,35.730000,36.430000,33.322384,12413700
2016-07-01,36.410000,37.000000,36.310001,36.770000,33.633366,9408400
2016-07-05,36.000000,36.240002,34.779999,35.619999,32.581474,14239500
2016-07-06,34.959999,35.610001,34.080002,35.580002,32.544888,14540000
