Date,Open,High,Low,Close,Adj Close,Volume
2019-06-26,31.480000,31.719999,31.070000,31.459999,31.133385,4089700
2019-06-27,31.559999,32.549999,31.420000,32.150002,31.816221,4274500
2019-06-28,32.230000,32.730000,32.160000,32.610001,32.271446,5238500
2019-07-01,33.139999,33.660000,32.529999,32.880001,32.538643,8985600
2019-07-02,33.090000,33.209999,32.029999,32.189999,31.855806,4765100
2019-07-03,32.400002,32.849998,32.349998,32.720001,32.380306,2747700
2019-07-05,32.540001,32.830002,31.950001,32.459999,32.123005,2583900
2019-07-08,31.990000,32.919998,31.980000,32.790001,32.449574,5328800
2019-07-09,32.400002,32.750000,31.930000,32.360001,32.024044,5450600
2019-07-10,32.930000,33.689999,32.590000,32.939999,32.598019,8869700
2019-07-11,33.060001,33.299999,32.820000,33.029999,32.687084,6842900
2019-07-12,33.119999,33.900002,33.000000,33.779999,33.429298,5012200
2019-07-15,33.669998,33.950001,33.419998,33.610001,33.261063,3483600
2019-07-16,33.700001,34.669998,33.700001,34.220001,33.864731,6353600
2019-07-17,34.340000,34.419998,33.110001,33.259998,32.914696,5881900
2019-07-18,33.410000,33.820000,33.110001,33.740002,33.389717,3049300
2019-07-19,33.820000,34.020000,33.060001,33.080002,32.736568,4249000
2019-07-22,33.220001,33.419998,32.849998,32.900002,32.558437,4005600
2019-07-23,33.020000,33.790001,32.570000,33.730000,33.379818,4524100
2019-07-24,33.619999,34.990002,33.619999,34.590000,34.230892,7315300
2019-07-25,34.549999,34.820000,31.580000,31.670000,31.341204,13152300
2019-07-26,32.000000,32.250000,31.160000,31.240000,30.915668,7875200
2019-07-29,30.969999,31.190001,30.540001,30.740000,30.420858,6963900
2019-07-30,30.450001,30.809999,30.209999,30.709999,30.391171,5290200
2019-07-31,30.680000,31.139999,30.270000,30.510000,30.193247,6269400
2019-08-01,30.430000,30.570000,29.430000,29.840000,29.530205,8013000
2019-08-02,29.700001,29.809999,29.070000,29.450001,29.144255,6475900
2019-08-05,28.969999,28.969999,28.000000,28.530001,28.233805,8948900
2019-08-06,28.850000,29.059999,28.020000,28.360001,28.164288,6010100
2019-08-07,28.000000,28.760000,27.820000,28.629999,28.432425,6771500
2019-08-08,28.809999,29.389999,28.760000,29.080000,28.879318,5028200
2019-08-09,28.850000,29.070000,28.559999,28.780001,28.581390,4031300
